	drugName	condition	review	rating	date	usefulCount
162576	Meridia	Obesity	"""I started to take Meridia 2 weeks before Christmas 2008. During my first two weeks I lost 16.5lbs. The following two weeks I lost another 2lbs. I will return to my doctor this week to see how much more I have lost. I have gone from a size 16 to a size 12 in less than 2 months. I feel wonderful, my children have commented on how much energy I now have. However exercise and proper diet is the key, and you need to continue doing so even once you are off. It feels wonderful, I can now wear a bathing suit once again. I started at 174lbs and am now at 151lbs. I recommend this to anyone who is serious about getting into shape and becoming healthy again."""	10	8-Feb-09	59
172797	Clonazepam	Anxiety	"""When I was young I used to suffer from anxiety.  After the years its stop on its own. Now that I am living alone all my anxiety came back.  I been taking them for 8 months and let me tell you is the only thing that works. I can now sleep and love to come home. Before I used to get so scared thinking of death all the time. I used to wake up my two kids at 2 in the morning thinking I was dying and I will drive to my moms house. Now I feel like I am living a Normal life."""	10	7-Apr-15	25
167460	Levonorgestrel	Birth Control	"""Preface: first form of birth control I&#039;ve ever had. 

Well, the appointment and procedure were fine. Pap position, they cleaned my cervix, stretched it out, measured my uterus, and installed it. I forgot to take Advil prior. I think my doctor was expecting me to be dizzy and nauseous after, but I sat up immediately feeling the same as before. My only concern: strings. Doctor said I should check daily, I should feel them. I haven&#039;t been able to feel them so I don&#039;t know if it&#039;s in or out. I would recommend having a laxitive (colrite from Rite-Aid) handy. My cramps were from being constipated.

All of you ladies wanting this will be fine. As of March 3rd, 2016, I have experienced no headache, dizziness, nausea, nothing. I recommend Skyla."""	10	3-Mar-16	3
209019	Corticotropin	cal Segmental Glomerulosclerosis	"""I&#039;ve been using this medicine for about 7 months now for my kidney disease. Before this medicine I was taking prednisone , and if you don&#039;t know....prednisone is satans pills!! They are absolutely terrible and have terrible side effects. So my kidney specialist wanted me to start taking this instead because it&#039;s better and I have to agree 100%. I don&#039;t have any bad side effects like I did with the prednisone."""	10	30-Sep-16	3
218494	Tri-Sprintec	Birth Control	"""I&#039;ve been on Tri-Sprintec for two months. I took this medication to help with my extremely painful periods. I used to have debilitating periods every month but since taking this medication, I&#039;ve had very little or no pain during my period. I didn&#039;t even need to use Ibuprofen. 

I have not gained weight on this pill. 
I have acne and the pill didn&#039;t reduce it so that sucks.
My main side effect of this pill is fatigue. I&#039;ve had a ton of fatigue since taking this but I feel like it&#039;s been getting better.  My breasts before taking this pill was 36C, I feel like my breasts have grown 2 sizes up which is unfortunate for me.

It&#039;s normal to feel nauseous when starting this pill. I take this pill after I eat dinner so I feel that it helps with that"""	8	2-Jun-17	3
81261	Yaz	Birth Control	"""I have been on Yaz for a little over 4 months and have been surprisingly happy with it. I had mood swings and was pretty emotional for the first 2 months but it really has gone away. I was also bleeding a little irregularly at first but that also went away. The only complaint I have is that it has killed my sex drive and is causing problems in my relationship. I can&#039;t really ever get wet anymore which never used to be an issue. For that reason, I am switching to Paraguard which is non hormonal. I really wish it didn&#039;t cause me that problem because otherwise I love it!"""	9	16-Aug-16	0
26610	Sprintec	Abnormal Uterine Bleeding	"""I have no sex drive and I am always spotting.  The spotting has even gotten worse - now I have two periods a month.  I have been taking the pill for almost a year, and the side effects have not subsided - they have gotten worse.  I had to change birth control because of cost,  I guess you get what you pay for....  Sorry Sprintec my body does not like you."""	1	17-Feb-12	20
226919	Etonogestrel	Birth Control	"""I was terrified to get this, but made the decision after I could no longer stand being on my birth control pills anymore due to severe migraines and upper lip pigmentation! The process to get this is quick and painless. However, it was very sore and painful the first few days and it did not fully heal, for me, until about a month. I was nervous about the constant bleeding, as a lot of people reported, but only had a period for ten days than nothing since then. No headaches, weight gain, bloating... The only thing is I find I&#039;m more sensitive and moody, but I don&#039;t know for sure. That could just be because I moved across the country at the same time! I can feel the rod and have a tiny bit of pain once in a great while, but nothing bad. I recommend trying."""	8	5-Sep-14	15
114166	Fiorinal	Migraine	"""Wonderful medicine: a miracle for bad headaches."""	10	23-Oct-11	29
207408	Suprep Bowel Prep Kit	Bowel Preparation	"""I&#039;ve had to drink suprep bowel prep kit 5 times . 3 of them because I&#039;m have bowel problems and they are using it to help me go. The other 2 kits are for a colonoscopy and an endoscopy. 2 days before the test I started a bland diet. No meat nothing grease, no bread.etc. 1st prep after a breakfast lunch and dinner of clear liquid I drink it. I took big drinks of the prep followed by some apple juice. I drink 16 oz of prep 16oz of apple juice . Asap I started running to the bathroom,.At 1:30am. Prep 2 same 16 oz prep 16 oz or apple juice plus forgot to mention 2 more 16oz of water with each prep and a cup of hot tea. Day 2 prep kit 2 . Same thing it is now 1:30 am am writing this while doing the deed. I truly hope this work procedure is at 6."""	10	15-Nov-16	6
183437	Cymbalta	Anxiety	"""I have been treated with Lexapro, Zoloft, Pristiq, Klonopin and lamictal and none were effective. I have been taking Cymbalta for about one week now, and still don&#039;t feel any different. I wake up every day feeling 100% anxious and find it extremely hard to get out of bed. It has been this severe for about two months now where I feel totally incapable of living. Doctor said to stay on Cymbalta and see if it changes anything. Feeling hopeful!"""	6	13-Sep-11	20
162145	Denosumab	Osteoporosis	"""Insomnia, fatigue, confusion"""	5	25-May-17	39
34795	Minocycline	Acne	"""I&#039;m not perfect with my eating and exercising habits and alas, along with teenage hormones came acne. They&#039;re not horrific, but bad enough to be irritating and painful the week before menstruation. I used to take doxycycline but, even from the beginning, it gave me really bad nausea and headaches. I haven&#039;t noticed anything too bad with the sun exposure on the minocycline but have had more drowsiness and am currently experiencing headaches and dizziness. It cleared up everything along with my use of a Clarisonic and a benzyl-based topical cream. Definitely try it if other tetracyclines didn&#039;t work out for you. This one, despite the side effects, is doing the trick."""	8	17-Jul-13	12
69407	Buprenorphine	Chronic Pain	"""I was on the 20mg patches they made me sick and black out.  I have been reduced to 10mg ones seem to be working good so far in very to little to no pain for the first time in my life these patches are a savior anyone that deals with chronic pain and is on opioid tablets I&#039;d recommend the switch :)"""	8	25-Jan-16	4
